text1,text2,is_plagiarism,plagiarism_type
"﻿PUNCH, OR THE LONDON CHARIVARI.

VOL. 156.

FEBRUARY 26, 1919

CHARIVARIA.

""GERMANY,"" says Count RANTZAU, ""cannot be treated as a second-rate nation."" Not while it is
represented by tenth-rate noblemen.

       ***

People are now asking who the General is who has threatened not to write a book about the War?

       ***

On Sunday week, at Tallaght, Co. Dublin, seven men attacked a policeman. The campaign for a
brighter Sunday is evidently not wanted in Ireland.

       ***

The United States Government is sending a Commission to investigate industrial conditions in
the British Isles. Mr. LLOYD GEORGE, we understand, has courteously offered to try to keep
one or two industries going until the Commission arrives.

       ***

""Everything that happened more than a fortnight ago,"" says Mr. GEORGE BERNARD SHAW in The Daily
News, ""always is forgotten in this land of political trifling."" We must draw what comfort we
can from the reflection that Mr. SHAW himself happened more than a fortnight ago.

       ***

""Margarine,"" says an official notice, ""can be bought anywhere after to-day."" This is not the
experience of the man who entered an ironmonger's shop and asked for a couple of feet of it.

       ***

A woman who threatened to murder a neighbour was fined one shilling at Chertsey. We shudder
to think what it would have cost her if she had actually carried out her threat.

       ***

A contemporary refers to ""those abominable face-masks"" now being worn in London. Can this be
a revival of the late Mr. RICHARDSON'S campaign against the wearing of whiskers?

       ***

""A Court of Justice is not a place of amusement,"" said Mr. Justice ROCHE at Manchester Assizes.
Mr. Justice DARLING'S rejoinder is eagerly awaited.

       ***

We are informed by ""Hints for the Home,"" that ""Salsify may be lifted during the next few days.""
So may Susan, if you don't watch out.

       ***

So many safes have been stolen from business premises in London that one enterprising man has
hit ","﻿FERDINAND DE SOTO,

 THE

 DISCOVERER OF THE MISSISSIPPI

 BY

 JOHN S. C. ABBOTT.

 NEW YORK:
 DODD & MEAD, No. 762 BROADWAY.
 1873.

 Entered according to Act of Congress, in the year 1873, by
 DODD & MEAD,
 in the Office of the Librarian of Congress at Washington.

 WM. MCCREA & CO., Stereotypers,    LANGE, LITTLE & HILLMAN,
 Newburgh, N. Y.                    PRINTERS,
                                    108 TO 114 WOOSTER STREET, N. Y.

 AMERICAN PIONEERS AND PATRIOTS.

 FERDINAND DE SOTO.

 THE

 DISCOVERER OF THE MISSISSIPPI.

 BY JOHN S. C. ABBOTT.

 ILLUSTRATED.

 NEW YORK: DODD & MEAD, No. 762 BROADWAY.
 1873.

PREFACE.

Mr. Theodore Irving, in his valuable history of the ""Conquest of Florida,"" speaking of the
astonishing achievements of the Spanish Cavaliers, in the dawn of the sixteenth century says:

     ""Of all the enterprises undertaken in this spirit of daring
     adventure, none has surpassed, for hardihood and variety of
     incident, that of the renowned Hernando de Soto, and his
     band of cavaliers. It was poetry put in action. It was the
     knight-errantry of the old world carried into the depths of
     the American wilderness. Indeed the personal adventures, the
     feats of individual prowess, the picturesque description of
     steel-clad cavaliers, with lance and helm and prancing
     steed, glittering through the wildernesses of Florida,
     Georgia, Alabama, and the prairies of the Far West, would
     seem to us mere fictions of romance, did they not come to us
     recorded in matter of fact narratives of contemporaries, and
     corroborated by minute and daily memoranda of
     eye-witnesses.""

These are the wild and wondrous adventures which I wish here to record. I have spared no pains
in obtaining the most accurate information which the records of those days have transmitted
to us. It is as wrong to traduce the dead as the living. If one should be careful not to write
a line which dying he would wish to blot, he should ",False,none
"﻿A PORTRAIT

                    OF

              OLD GEORGE TOWN

                A Portrait of
               Old George Town

                     BY

             GRACE DUNLOP ECKER

                   1951

        THE DIETZ PRESS, INCORPORATED

            Richmond, Virginia

               COPYRIGHT, 1951
                     BY
              GRACE G. D. PETER

               SECOND EDITION
            Revised and Enlarged

    PRINTED IN THE UNITED STATES OF AMERICA

                 DEDICATED
              TO THE MEMORY OF
            MY FATHER AND MOTHER
     GEORGE THOMAS AND EMILY REDIN DUNLOP
                    AND
            MY AUNT, ELLEN DUNLOP
     ALL THREE OF WHOM LIVED LONG, USEFUL
             AND UNSELFISH LIVES
               IN GEORGETOWN

GEORGE TOWN GHOSTS

By WILLIAM TIPTON TABLOTT

    The ghosts of Georgetown when they meet
    In haunted house or moonlit street
    With pride recall the functions gay
    When down the Philadelphia way
    The Federal City overnight
    Moved to its bare and swampy site,
    For Georgetown then a busy mart,
    A growing seaport from the start,
    Where a whole-hearted spirit reigned,
    Threw wide its doors, and entertained
    With wines and viands of the best--
    The Federal City was its guest.

    In memory of the good old days,
    Whose ways to them were modern ways,
    Congenial ghosts across Rock Creek,
    With formal bows and steps antique,
    Rehearse a spectral minuet
    Where once in bright assemblies met--
    Beruffled belles looked love to beaus
    In powdered wigs and faultless hose;
    Or merchant ghosts survey the skies
    And venture guesses weatherwise
    Regarding winds that will prevail
    To speed their ships about to sail.

    Still in the shaded hillside streets
    A trace of old-time welcome greets
    The passer-by who has a flare
    For scenes of old. No longer there
    A buoyant Georgetown stands alone,
    The Federal City having grown
    Until their bo","﻿""No.  You are telling me a pleasant fairy tale of a love-lorn knight searching the wilderness
for his lost mistress.  A moving tale, monsieur, but not the true one.  I want the real story.
The story of the English spy who wishes to ransom his cousin, but who also treats secretly
with the Hurons,--who treats with Pemaou, monsieur.  Tell me his story.""

His face did not alter.  ""You believe me a spy?""

""I have reason, monsieur.""

Still he regarded me.  ""You might be right, but you are not.  Monsieur, I am a broken man.
I want nothing but my cousin.  If there is intrigue around me I do not know it.  I am telling
you the truth.""

I fought hard against the man's fascination, his splendid, ruined pomp. ""You must have a code,""
I burst out.  ""There must be something you hold dear.  Will you swear to me by the name of
the woman that you have not had secret dealings with the Hurons?""

""I swear.""

""But the profile that the Huron carried!""

""Those pictures I scattered broadcast.  You will find them among the Algonquins, and the Ottawas
of the upper river.  My cousin has a distinctive profile.  I offered rewards for news of any
one--man or woman--who looked like the face that I had drawn.""

I put out my hand.  ""I hope that I have wronged you, monsieur.""

He bowed and touched my fingers.  His own were icy, yet he shivered at the chill of mine. 
""Pemaou would not dare harm the woman.  Monsieur de Montlivet, you know Indians.  Surely Pemaou
would not dare?""

I gripped my knife.  ""No man knows Indians!  Where did you see Pemaou first?""

""At Michillimackinac.  When I reached there and learned that the prisoner had gone with you
I sent interpreters through the camps with offers of reward for news of your whereabouts. 
Pemaou came.  He said he could locate you and I took him as guide.""

""He selected his own escort?""

""Yes.""

""And you traveled slowly?""

""Very slowly.""

I fingered my pipe and bit hard at its stem.  ""Pemaou has played carefully.  He had the woman
captured and brought to ",False,none
".

Lo más tónico es ir a algunas aguas en Alemania o Francia; pasar luego una temporadita a la
orilla del mar en Biarritz, en Trouville o en Brighton, y acabar el verano, antes de volver
a esta villa y corte, en algún magnífico château o cosa por el estilo, que debemos poseer,
si es posible, en tierra extraña, y cuando no, aunque esto es menos comm'il faut, en nuestra
propia tierra española.

Tal es el supremo ideal aristocrático a que aspiramos todos en lo tocante a veraneo"," 

As tonic water is going to some in Germany or France, then a season pass to shore at Biarritz
or Trouville in Brighton, and end the summer, before returning to this town and court, in a
magnificent chateau or anything like that, that we possess, if possible, in a strange land,
and when not, although this is less comm'il faut, in our Spanish homeland.

This is the ultimate aristocratic ideal to which we aspire as regards
all summer",True,none
"? ¿No han descubierto los astrólogos en la bóveda azul una estrella, antes
nunca vista, y no han reconocido en esa estrella el alma de Parsondes?

--Así es la verdad, replicó el Rey, pero yo he llegado a averiguar, por revelación de algunos
caballeros babilonios descontentos de Nanar, que éste, furioso de lo que Parsondes clamaba
contra él, envió siete años ha emisarios por todas partes para que ocultamente le prendiesen"," Have not found the astrologers in the blue vault star before never seen, and
have not recognized that star Parsondes soul?

- That is true, ""replied the king, but I have come to find out, by disclosing some Nanar Babylonians
disgruntled gentlemen, it, furious that claimed Parsondes against him, seven years has sent
emissaries to all parties to secretly take him and taken to his palace,
and there must be Parsondes, or dead, or suffering horrible torments.

-
Ah, sir!

I cried to the point, prostrate at the feet of the King, it is just an evil revenge dreadful.
Allow me to be the instrument of your revenge, and save my dear teacher the captivity in which, if
not dead, is.

The King told me that to this end had called me, and immediately prepare to leave with me the
support due, and his strict orders to answer me with your Nanar life
of the holy man, or his release.

That same day, which was one of the hottest of summer, I went to Susa in a chariot Arab drawn by
four horses. A skilled driver was addressed, and two Ethiopian slaves also accompanied me in
the car, with air on one with an ostrich feather fan, and holding the other on rich ivory varal,
neatly styled, the wide umbrella silk. Four riders, all quivers, bows and arrows, clothing and
covered mesh head with individual bronze ",True,none
"﻿Transcriber's notes:

Seven typographical errors have been corrected:
  Page   8, ""15"" changed to ""18"" (See Fig. 18)
  Page 208, ""5"" changed to ""7"" (See Fig. 7)
  Page 281, ""does"" changed to ""dose"" (Give a big dose of castor oil)
  Page 306, ""he"" changed to ""be"" (which should be covered with a single
            thickness)
  Page 348, ""iself"" changed to ""itself"" (than by the bite itself)
  Page 362, ""dioxid"" changed to ""dioxide"" (harmless substances as water
            and carbon dioxide)
  Page 435, ""ecezmatous"" changed to ""eczematous""

WHO, BECAUSE OF HIS UNCONSCIOUS CONTRIBUTIONS TO ITS PRACTICAL FEATURES, SHOULD BE REGARDED
AS A CO-AUTHOR, THIS VOLUME IS AFFECTIONATELY DEDICATED BY HIS PARENTS THE AUTHORS

PREFACE

For many years the call for a book on the mother and her child has come to us from patients,
from the public, and now from our publishers--and this volume represents our efforts to supply
this demand.

The larger part of the work was originally written by Dr. Lena K. Sadler, with certain chapters
by Dr. William S. Sadler, but in the revision and re-arrangement of the manuscript so much
work was done by each on the contributions of the other, that it was deemed best to bring the
book out under joint authorship.

The book is divided into three principal parts: Part I, dealing with the experience of pregnancy
from the beginning of expectancy to the convalescence of labor: Part II, dealing with the infant
from its first day of life up to the weaning time; Part III, taking up the problems of the
nursery from the weaning to the important period of adolescence.

The advice given in this work is that which we have tried out by experience--both as parents
and physicians--and we pass it on to mothers, fathers, and nurses with the belief that it will
be of help in their efforts at practical and scientific ""child culture."" We believe, also,
that the expectant mother will be aided and encouraged in bearing the burdens which are common
to motherhood by the advice","﻿He dragged himself to his knees, the monstrous load on him moving with him as he moved, and
his hand went over and over her face, and he felt that the twittering came from her lips...

He got his face down close to hers, with his ear to her mouth, and in the darkness he saw her
eyes open and heard her say his name.

""Oh, Matt, I thought we'd fetched it,"" he moaned; and far off, up the hill, he heard the sorrel
whinny, and thought: ""I ought to be getting him his feed...""

*****

THE QUERULOUS DRONE ceased as I entered Frome's kitchen, and of the two women sitting there
I could not tell which had been the speaker.

One of them, on my appearing, raised her tall bony figure from her seat, not as if to welcome
me--for she threw me no more than a brief glance of surprise--but simply to set about preparing
the meal which Frome's absence had delayed. A slatternly calico wrapper hung from her shoulders
and the wisps of her thin grey hair were drawn away from a high forehead and fastened at the
back by a broken comb. She had pale opaque eyes which revealed nothing and reflected nothing,
and her narrow lips were of the same sallow colour as her face.

The other woman was much smaller and slighter. She sat huddled in an arm-chair near the stove,
and when I came in she turned her head quickly toward me, without the least corresponding movement
of her body. Her hair was as grey as her companion's, her face as bloodless and shrivelled,
but amber-tinted, with swarthy shadows sharpening the nose and hollowing the temples. Under
her shapeless dress her body kept its limp immobility, and her dark eyes had the bright witch-like
stare that disease of the spine sometimes gives.

Even for that part of the country the kitchen was a poor-looking place. With the exception
of the dark-eyed woman's chair, which looked like a soiled relic of luxury bought at a country
auction, the furniture was of the roughest kind. ***** TRIAL by JURY.

The anecdote is given in ""Lettres tres sur l'free equali",False,none
". Eine Minute rasteten die schwarzen
Wagen im silbrigen Licht der Höhe, warfen paar bunte Menschen aus, schluckten andere ein, Stimmen
gingen geärgert hin und her, dann schrie vorne wieder die heisere Maschine und riß die schwarze
Kette rasselnd in die Höhle des Tunnels hinab. Rein ausgespannt, mit klaren, vom nassen Wind
reingefegten Hintergründen lag wieder die hingebreitete Landschaft.

Einer der Angekommenen, jung, durch gute Kleidung und eine natürliche Elastizität des Schrittes
sympathisch auffallend, nahm den andern rasch voraus einen Fiaker zum Hotel. Ohne Hast trappten
die Pferde den ansteigenden Weg. Es lag Frühling in der Luft. Jene weißen, unruhigen Wolken
flatterten am Himmel, die nur der Mai und der Juni hat, jene weißen, selbst noch jungen und
flattrigen Gesellen, die spielend über die blaue Bahn rennen, um sich plötzlich hinter hohen
Bergen zu verstecken, die sich umarmen und fliehen, sich bald wie Taschentücher zerknüllen,
bald in Streifen zerfasern und schließlich im Schabernack den Bergen weiße Mützen aufsetzen.
Unruhe war auch oben im Wind, der die mageren, noch vom Regen feuchten Bäume so unbändig schüttelte,
daß sie leise in den Gelenken krachten und tausend Tropfen wie Funken von sich wegsprühten.
Manchmal schien auch Duft von Schnee kühl aus den Bergen herüberzukommen, dann spürte man im
Atem etwas, das süß und scharf war zugleich. Alles in Luft und Erde war Bewegung und gärende
Ungeduld. Leise schnaubend liefen die Pferde den jetzt niedersteigenden Weg, die Schellen klirrten
ihnen weit voraus.

Im Hotel war der erste Weg des jungen Mannes zu der Liste der anwesenden Gäste, die er -- bald
enttäuscht -- durchflog. »Wozu bin ich eigentlich hier«, begann es unruhig in ihm zu fragen.
»Allein hier auf dem Berg zu sein, ohne Gesellschaft, ist ärger als das Bureau. Offenbar bin
ich"," A minute rested the black Car in the
silvery light of the height, threw out some colorful people who swallowed a different, voices were
angry back and forth, then forward again shouted the hoarse machine and pulled the black Chain
rattling down into the cavity of the tunnel. Purely stretched, with clear, from the wet wind
swept clean background was again executed the spread landscape.

One of the arrivals, young, with good clothes and the natural elasticity of step remarkably sympathetic,
the other quickly took a cab to the hotel ahead. trappten Without haste the horse the ascending
path. It was spring in the air. Those white, turbulent clouds fluttered in the sky, which has
only in May and June, those white, even young and fluttery fellows who run play on the blue
car to suddenly behind high to hide mountains hugging himself and flee, crumple soon as handkerchiefs,
soon falling apart into strips and put in practical jokes finally the mountains white hats.
Restlessness was also up in the wind, the lean, still wet from the rain trees shook unruly Sun, that
they gently in the joints cracked and wegsprühten thousand drops like sparks from him. Sometimes
seemed cool scent of snow coming over from the mountains, then you could feel the Breathing
something that was sweet and spicy at the same time. Overall, air and earth was moving and fermenting
Impatience. Quiet snorting horses ran down the now rising path, the bells rang them far ahead.

The hotel was the first way of the young man to the list of the guests that he - soon disappointed
- by flying. ""What I'm actually here,"" began to wonder uneasily at him. ""But to be here on the
mountain, no society is worse than the Bureau. Apparently am I arrived too early or too late.
I've never been lucky with my holidays. Not a single known Name I think among all the people. If only
a few wome",True,none
". Nothing but carefully
selected quarry clippings are used and these are crushed and ground at the factory and carefully
screened into three sizes, the largest about the size of a kernel of corn. Daily granulometric
tests are made of the crusher output to regulate the amount of each size got from the machines.
It has been found that next in importance to properly graded aggregates is the gaging of the
amount of water used in the mixture. This is done by an automatically filled tank into which
lead both hot and cold water and in which is fixed a thermometer to properly regulate the temperature.
In gaging the mix about 20% of water is used, but of course when the cast is made the surplus
is immediately drawn off into the sand, where it is retained and serves as a wet blanket to
protect the cast and supply it with the proper amount of water during crystallization. Experiments
seem to indicate that about 15% by weight gives the greatest amount of strength of mortar at
the age of six months, while, giving less strength at shorter time tests than mortar "," Nothing but immediately proper quarry passage are used and these are
crushed and ground at much factory and aside screened into three
sizes, because the greatest about less magnitude of the kernel maize.

Very ornamental sub-test are made of some crusher by output to modulate in same assets in the
sizing from each machines. It has been found that next in importance to also graded aggregates is
the new years of each amount of water in the mixture. Much is done by a properly occupy talent
into which pb quite rolling and proper water in which is light thermometer to approximately
regulate the somesthesia.

In the concoction about 20% of the water is used, but of my course when the cast is occupied
a surplus is easily been drawn off Jesuits into these sand, where it is retained or serves
as each blanket to the cast and supply upon their engineering with the amount of the h2o during the
crystallization. Experiment seem to indicate that about 15% by the weight gives the amount of
strength of mortar at the oldne",True,low
"﻿ALPS AND SANCTUARIES OF PIEDMONT AND THE CANTON TICINO

by Samuel Butler

Author's Preface to First Edition

I should perhaps apologise for publishing a work which professes to deal with the sanctuaries
of Piedmont, and saying so little about the most important of them all--the Sacro Monte of
Varallo.  My excuse must be, that I found it impossible to deal with Varallo without making
my book too long.  Varallo requires a work to itself; I must, therefore, hope to return to
it on another occasion.

For the convenience of avoiding explanations, I have treated the events of several summers
as though they belonged to only one. This can be of no importance to the reader, but as the
work is chronologically inexact, I had better perhaps say so.

The illustrations by Mr. H. F. Jones are on pages 95, 211, 225, 238, 254, 260.  The frontispiece
and the illustrations on the title-page and on pages 261, 262 are by Mr. Charles Gogin.  There
are two drawings on pages 136, 137 by an Italian gentleman whose name I have unfortunately
lost, and whose permission to insert them I have, therefore, been unable to obtain, and one
on page 138 by Signor Gaetano Meo.  The rest are mine, except that all the figures in my drawings
are in every case by Mr. Charles Gogin, unless when they are merely copied from frescoes or
other sources.  The two larger views of Oropa are chiefly taken from photographs.  The rest
are all of them from studies taken upon the spot.

I must acknowledge the great obligations I am under to Mr. H. F. Jones as regards the letterpress
no less than the illustrations; I might almost say that the book is nearly as much his as mine,
while it is only through the care which he and another friend have exercised in the revision
of my pages that I am able to let them appear with some approach to confidence.

November, 1881.

CHAPTER I--Introduction

Most men will readily admit that the two poets who have the greatest hold over Englishmen are
Handel and Shakespeare--for it is as a ","﻿Cathy thinks Dorcas is the best Catholic in America except herself. She could not pay any one
a higher compliment than that, and Dorcas could not receive one that would please her better.
Dorcas is satisfied that there has never been a more wonderful child than Cathy.  She has conceived
the curious idea that Cathy is TWINS, and that one of them is a boy-twin and failed to get
segregated--got submerged, is the idea.  To argue with her that this is nonsense is a waste
of breath--her mind is made up, and arguments do not affect it.  She says:

""Look at her; she loves dolls, and girl-plays, and everything a girl loves, and she's gentle
and sweet, and ain't cruel to dumb brutes--now that's the girl-twin, but she loves boy-plays,
and drums and fifes and soldiering, and rough-riding, and ain't afraid of anybody or anything--and
that's the boy-twin; 'deed you needn't tell ME she's only ONE child; no, sir, she's twins,
and one of them got shet up out of sight.  Out of sight, but that don't make any difference,
that boy is in there, and you can see him look out of her eyes when her temper is up.""

Then Dorcas went on, in her simple and earnest way, to furnish illustrations.

""Look at that raven, Marse Tom.  Would anybody befriend a raven but that child?  Of course
they wouldn't; it ain't natural.  Well, the Injun boy had the raven tied up, and was all the
time plaguing it and starving it, and she pitied the po' thing, and tried to buy it from the
boy, and the tears was in her eyes.  That was the girl- twin, you see.  She offered him her
thimble, and he flung it down; she offered him all the doughnuts she had, which was two, and
he flung them down; she offered him half a paper of pins, worth forty ravens, and he made a
mouth at her and jabbed one of them in the raven's back.  That was the limit, you know.  It
called for the other twin.  Her eyes blazed up, and she jumped for him like a wild-cat, and
when she was done with him she was rags and he wasn't anything but an allegor",False,none
"﻿These have been corrected in this
   e-text.

   Variants, archaic forms, or Anglicizations of other names
   (e.g., ""Michael Angelo"" for ""Michelangelo""; ""Or San Michele""
   for ""Orsanmichele""; ""Brunellesco"" for ""Brunelleschi"") have
   been retained as they appear in the original.

   Characters with macrons are indicated in brackets, e.g. [=U]. The subject must be familiar to many
who have visited Florence, but no critical work on the subject has
been published in English. I have therefore quoted as many authorities
as possible in order to assist those who may wish to look further into
problems which are still unsettled. Most of the books to which
reference is made can be consulted in the Art Library at South
Kensington, and in the British Museum. Foreign critics have written a
good deal about Donatello from varied, if somewhat limited aspects.
Dr. Bode's researches are, as a rule, illustrative of the works of art
in the Berlin Museum. The main object of Dr. Semper was to collect
documentary evidence about the earlier part of Donatello's life;
Gloria and Gonzati have made researches into the Paduan period; Lusini
confines his attention to Siena, Centofanti to Pisa; M. Reymond and
Eugène Müntz are more comprehensive in their treatment of the subject.

With eleven or twelve exceptions I have seen the original of every existing piece of sculpture,
architecture and painting mentioned in this book. I regret, however, that among the exceptions
should be a work by Donatello himself, namely, the Salome relief at Lille--my visits to that
town having unfortunately coincided with public holidays, when the gallery was closed. I must
express my thanks to the officials of Museums, as well as to private collectors all over Europe,
for unfailing courtesy and assistance. I have also to acknowledge my indebtedness to the invaluable
advice of Mr. S. Arthur Strong, Librarian of the House of Lords.

21.vi.1903

CONTENTS

                                                             PAG","﻿We only found two pieces of statuary, and this was another blessing.  One was a bronze image
of the Duc de Richelieu, grand-nephew of the splendid Cardinal.  It stood in a spacious, handsome
promenade, overlooking the sea, and from its base a vast flight of stone steps led down to
the harbor--two hundred of them, fifty feet long, and a wide landing at the bottom of every
twenty.  It is a noble staircase, and from a distance the people toiling up it looked like
insects.  I mention this statue and this stairway because they have their story.  Richelieu
founded Odessa --watched over it with paternal care--labored with a fertile brain and a wise
understanding for its best interests--spent his fortune freely to the same end--endowed it
with a sound prosperity, and one which will yet make it one of the great cities of the Old
World--built this noble stairway with money from his own private purse--and--.  Well, the people
for whom he had done so much, let him walk down these same steps, one day, unattended, old,
poor, without a second coat to his back; and when, years afterwards, he died in Sebastopol
in poverty and neglect, they called a meeting, subscribed liberally, and immediately erected
this tasteful monument to his memory, and named a great street after him. It reminds me of
what Robert Burns' mother said when they erected a stately monument to his memory: ""Ah, Robbie,
ye asked them for bread and they hae gi'en ye a stane.""

The people of Odessa have warmly recommended us to go and call on the Emperor, as did the Sebastopolians.
They have telegraphed his Majesty, and he has signified his willingness to grant us an audience.
So we are getting up the anchors and preparing to sail to his watering-place.  What a scratching
around there will be, now! what a holding of important meetings and appointing of solemn committees!--and
what a furbishing up of claw-hammer coats and white silk neck-ties!  As this fearful ordeal
we are about to pass through pictures itself to my f",False,none
"﻿Transcriber's note:                    |
              |                                        |
              | Old spellings and syntax in the French |
              | and English texts have not been        |
              | corrected except the typos. The letter |
              | ""m"" with a macron have been replaced   |
              | by ""mm"" as there is no unicode symbol  |
              | or symbol combination to display this  |
              | character satisfactorily. Footnote 224 |
              | is referenced twice.                   |
              +----------------------------------------+

                     THREE ESSAYS ON THE POWERS
                          OF REPRODUCTION.

                 Aphrodisiacs and Anti-Aphrodisiacs:

                    THREE ESSAYS ON THE POWERS OF
                             REPRODUCTION;

             WITH SOME ACCOUNT OF THE JUDICIAL ""CONGRESS""
                   AS PRACTISED IN FRANCE DURING THE
                        SEVENTEENTH CENTURY.

                         BY JOHN DAVENPORT.

              Ubi stimulus, ibi fluxus.--HIPPOCRATES.

                               LONDON:
                          PRIVATELY PRINTED.
                                1869.

PREFACE.

The reproductive powers of Nature were regarded by the nations of remote antiquity with an
awe and reverence so great, as to form an object of worship, under a symbol, of all others
the most significant,--the Phallus; and thus was founded a religion, of which the traces exist
to this day, not in Asia only, but even in Europe itself.

That scarcely any notices of this worship should appear in modern works, except in the erudite
pages of a few antiquarians may be accounted for by considering the difference of opinion between
the ancients and the moderns as to what constitutes--modesty; the former being unable to see
any moral turpitude in actions they regarded was the designs of nature, while the latter, by
their over-strained notions of delicacy, r","﻿Late in April Lenine and several other active Bolshevik leaders returned to Petrograd from
Switzerland, together with Martov and other Menshevik leaders, who, while differing from the
Bolsheviki upon practically all other matters, agreed with them in their bitter and uncompromising
opposition to the war and in demanding an immediate peace.[8] As is well known, they were granted
special facilities by the German Government in order that they might reach Russia safely. Certain
Swiss Socialist leaders, regarded as strongly pro-German, arranged with the German Government
that the Russian revolutionists should be permitted to travel across Germany by rail, in closed
carriages. Unusual courtesies were extended to the travelers by the German authorities, and
it was quite natural that Lenine and his associates should have been suspected of being sympathizers
with, if not the paid agents and tools of, the German Government. The manner in which their
actions, when they arrived in Russia, served the ends sought by the German military authorities
naturally strengthened the suspicion so that it became a strong conviction. 

It cannot be said, however, that mlle. A BERNHARDT has at duration found he rival, but, for all
the, the character of the minute might have been better. ""S'SARDOU masterpiece"" (as sara programmes
have it) was thorough quite staged. The backdrop and masquerade were very, and pleasant relief
was afforded to more a tragic tones of the play by entrusting the part of Andreas to Idea. LEONARD who,
VERNON is a artist, with faithfully the the taste in life developed of least dictatorship that savours
some of the great Drama. Mr. W. H. BOYNE was the merry of the evening, and looked the Lawgiver to
the ghetto; although i am not quite single whether a half-hide moustache was well the fashion
in the life of a Imperium. Mister. ROBERT BUCHANAN, the orchestrator of ""the masterpiece"", introduced
several nineteenth century expressions into the dialogue. In the ""home of the G",False,none
"﻿IDEALA

BY SARAH GRAND

  ""L'esprit ne nous garantit pas
  des sottises de notre humeur.""--VAUVENARGUES

PREFACE

You will ask me, perhaps, even you who are all charity, why parts of this book are what they
are. I can only answer with another question: Why are we what we are? But I warn you that it
would not be fair to take any of Ideala's opinions, here given, as final. Much of what she
thought was the mere effervescence of a strong mind in a state of fermentation, a mind passing
successively through the three stages of the process; the vinous, alcoholic, or excitable stage;
the acetous, jaundiced, or embittered stage; and the putrefactive, or unwholesome stage; and
also embodying, at different times, the characteristics of all three. But, even during its
worst phase, it was an earnest mind, seeking the truth diligently, and not to be blamed for
stumbling upon good and bad together by the way. It is, in fact, not a perfect, but a transitional
state which I offer for your consideration, a state which has its repulsive features, but which,
it may be hoped, would result in a beautiful deposit, when at last the inevitable effervescence
had subsided.

But why exhibit the details of the process, you may ask. To encourage others, of course. What
help is there in the contemplation of perfection ready made? It only disheartens us. We should
lay down our arms, we should struggle no longer, we should be hopeless, despairing, reckless,
if we never had a glimpse of growth, of those ""stepping- stones of their dead selves"" upon
which men mount to higher things. The imperfections must be studied, because it is only from
the details of the process that anything can be learned. Putting aside the people who criticise,
not with a view to mending matters, but because a

    ... low desire
  Not to seem lowest makes them level all;

the people who judge, who condemn, who have no mercy on any faults and failings but their own,
and who,

  ... if they find
  Some stain or blemish in a na","﻿OCTOBER
                                  1667

October 1st.  All the morning busy at the office, pleased mightily with my girle that we have
got to wait on my wife.  At noon dined with Sir G. Carteret and the rest of our officers at
his house in Broad Street, they being there upon his accounts.  So thence late in the dark
round by the wall home by coach, and there to sing and sup with my wife, and look upon our
pretty girle, and so to bed.

2nd.  Up, and very busy all the morning, upon my accounts of Tangier, to present to the Commissioners
of the Treasury in the afternoon, and the like upon the accounts of the office.  This morning
come to me Mr. Gawden about business, with his gold chain about his neck, as being Sheriffe
of the City this year.  At noon to the Treasury Office again, and there dined and did business,
and then by coach to the New Exchange, and there met my wife and girl, and took them to the
King's house to see ""The Traytour,"" which still I like as a very good play; and thence, round
by the wall, home, having drunk at the Cock ale-house, as I of late have used to do, and so
home and to my chamber to read, and so to supper and to bed.

3rd.  Up, and going out of doors, I understand that Sir W. Batten is gone to bed on a sudden
again this morning, being struck very ill, and I confess I have observed him for these last
two months to look very ill and to look worse and worse.  I to St. James's (though it be a
sitting day) to the Duke of York, about the Tangier Committee, which met this morning, and
he come to us, and the Charter for the City of Tangier was read and the form of the Court Merchant.
Having done with her, and drunk two glasses of her meade, which she did give me, and so to
the Treasurer's Office, and there find my Lord Bruncker and [Sir] W. Pen at dinner with Sir
G. Carteret about his accounts, where I dined and talked and settled some business, and then
home, and there took out my wife and Willet, thinking to have gone to a play, but both",False,none
